OrderID,OrderDate,DeliveryDate,OriginCity,DestinationCity,Carrier,TransportMode,Warehouse,Weight_kg,Distance_km,ShippingCost_INR,CustomerRating,DeliveryStatus
ORD11173,2024-05-19,2024-05-22,Kolkata,Lucknow,FedEx,Road,WH-North,29.49,440.5,231.81,1.0,Delivered
ORD10574,2024-08-08,2024-08-10,Kolkata,Lucknow,Delhivery,Road,WH-West,73.38,179.3,303.91,5.0,Delivered
ORD10135,2024-05-23,,Delhi,Jaipur,  DHL  ,Road,WH-North,65.68,470.7,374.84,5.0,In Transit
ORD10375,2024-02-18,2024-02-21,Delhi,Kolkata,Ekart,Road,WH-East,13.62,363.6,204.73,4.0,Delivered
ORD10952,2024-08-04,2024-08-08,Hyderabad,Mumbai,  Delhivery  ,Road,WH-South,33.55,431.6,212.97,5.0,Delivered
ORD10026,2024-06-07,,Kolkata,Ahmedabad,FedEx,Road,WH-South,71.81,313.6,341.03,4.0,In Transit
ORD10771,2024-09-02,2024-09-05,Jaipur,Pune,FedEx,Rail,WH-West,59.2,311.5,305.07,5.0,Delivered
ORD11156,2024-05-23,2024-05-25,Chennai,Delhi,Delhivery,Road,WH-South,18.66,167.1,228.58,3.0,Delivered
ORD10453,2024-01-21,,Pune,Mumbai,DHL,Air,WH-South,30.36,112.2,216.7,3.0,In Transit
ORD10679,2024-08-14,2024-08-17,Delhi,Ahmedabad,DHL,Road,WH-South,20.45,289.0,102.38,4.0,Delivered
ORD10810,2024-06-23,2024-06-29,Jaipur,Bengaluru,Delhivery,Rail,WH-North,11.88,781.2,158.45,,Delivered
ORD11161,05/10/2024,2024-10-06,Ahmedabad,Jaipur,BlueDart,Air,WH-North,35.0,,299.62,3.0,Delivered
ORD11108,2024-11-07,,Delhi,Pune,Delhivery,Road,WH-East,32.72,336.9,264.83,5.0,Cancelled
ORD10767,2024-05-23,2024-05-25,Chennai,Delhi,DHL,Road,WH-East,31.03,325.6,239.38,4.0,Delivered
ORD11146,2024-08-03,2024-08-07,Jaipur,Chennai,Ekart,Road,WH-West,38.47,461.7,273.31,4.0,Delivered
ORD10640,2024-10-05,2024-10-12,Hyderabad,Kolkata,FedEx,Rail,WH-East,35.98,799.7,326.28,5.0,Delivered
ORD10232,2024-10-17,2024-10-22,Pune,Delhi,XpressBees,Rail,WH-South,40.71,696.0,234.24,5.0,Delivered
ORD11136,2024-09-09,2024-09-12,Chennai,Kolkata,Delhivery,Road,WH-West,55.62,405.3,352.99,5.0,Delivered
ORD10979,2024-10-05,2024-10-24,Delhi,Pune,Delhivery,Sea,WH-East,21.19,1362.5,265.48,5.0,Delivered
ORD10028,2024-03-16,2024-03-22,Bengaluru,Mumbai,BlueDart,Rail,WH-North,11.5,401.9,105.93,4.0,Delivered
ORD10648,2024-03-29,2024-03-31,Pune,Chennai,XpressBees,Road,WH-East,1.44,379.8,94.57,4.0,Delivered
ORD10890,2024-01-24,2024-01-29,Pune,Jaipur,BlueDart,Road,WH-East,2.24,708.9,108.93,5.0,Delivered
ORD10189,2024-05-04,2024-05-05,Delhi,Chennai,Delhivery,Road,WH-East,42.46,115.6,333.28,4.0,Delivered
ORD10288,2024-02-03,2024-02-05,Delhi,Kolkata,XpressBees,Road,WH-South,31.82,343.4,174.75,4.0,Delivered
ORD10701,2024-05-08,2024-05-11,Bengaluru,Ahmedabad,Delhivery,Road,WH-East,0.51,,,1.0,Delivered
ORD10836,2024-09-24,2024-09-27,Bengaluru,Chennai,FedEx,Road,WH-South,15.82,397.8,264.63,4.0,Delivered
ORD10456,2024-01-11,2024-01-14,Delhi,Chennai,XpressBees,Road,WH-East,48.68,,231.4,5.0,Delivered
ORD11022,2024-03-31,2024-04-01,Ahmedabad,Lucknow,Delhivery,Road,WH-Central,15.61,227.0,132.55,5.0,Delivered
ORD10579,2024-07-23,2024-07-26,Bengaluru,Chennai,Delhivery,Road,WH-Central,12.01,407.8,189.56,4.0,Delivered
ORD10821,2024-11-05,2024-11-06,Hyderabad,Delhi,  XpressBees  ,Road,WH-West,39.67,119.3,215.24,1.0,Delivered
ORD10541,2024-03-29,2024-03-30,Lucknow,Delhi,DHL,Air,WH-East,20.98,125.1,128.63,5.0,Delivered
ORD10915,2024-02-12,2024-02-17,Hyderabad,Delhi,Ekart,Road,WH-South,29.64,348.2,,5.0,Delivered
ORD10078,2024-11-30,2024-12-06,Mumbai,Ahmedabad,Delhivery,Rail,WH-South,21.09,922.2,263.84,,Delivered
ORD10606,2024-04-18,2024-05-04,Lucknow,Delhi,Delhivery,Sea,WH-West,1011.4308661989273,1461.7,366.97,1.0,Delivered
ORD10965,2024-05-20,2024-05-24,Hyderabad,Chennai,FedEx,Road,WH-North,42.15,,302.56,5.0,Delivered
ORD10866,2024-12-14,2024-12-18,Delhi,Chennai,XpressBees,Road,WH-North,13.1,310.6,95.04595484395757,5.0,Delivered
ORD10015,2024-01-31,2024-02-06,Hyderabad,Jaipur,BlueDart,Rail,WH-North,13.56,475.6,223.7,5.0,Delivered
ORD10481,2024-08-31,2024-09-03,Bengaluru,Jaipur,DHL,Road,WH-North,14.0,320.0,90.75,,Delivered
ORD10791,2024-11-15,2024-11-22,Hyderabad,Delhi,Ekart,Sea,WH-East,17.64,1040.5,207.35,5.0,Delivered
ORD10283,2024-07-01,2024-07-04,Chennai,Lucknow,FedEx,Road,WH-North,75.48,227.0,345.69,1.0,Delivered
ORD11009,2024-06-02,,Jaipur,Ahmedabad,XpressBees,Air,WH-South,,150.3,77.68,2.0,In Transit
ORD10985,2024-08-26,,Hyderabad,Pune,DHL,Road,WH-East,67.63,519.3,369.36,4.0,Delayed
ORD10560,2024-10-21,,Mumbai,Pune,  XpressBees  ,Road,WH-South,1.36,309.7,84.97,1.0,Delayed
ORD11061,2024-06-18,2024-06-19,Mumbai,Ahmedabad,  DHL  ,Air,WH-South,33.12,101.4,196.86,3.0,Delivered
ORD10645,2024-06-08,2024-06-13,Pune,Hyderabad,DHL,Road,WH-East,14.78,524.8,138.32,4.0,Delivered
ORD10285,2024-04-26,2024-04-29,kolkata,Jaipur,XpressBees,Road,WH-South,69.19,287.7,317.43,4.0,Delivered
ORD11088,2024-06-17,2024-06-20,Mumbai,Ahmedabad,BlueDart,Road,WH-North,30.4,369.9,226.27,3.0,Delivered
ORD10037,2024-05-20,2024-05-26,Mumbai,Delhi,Ekart,Rail,WH-South,29.28,430.5,181.18,4.0,Delivered
ORD10558,2024-06-07,,Bengaluru,Pune,XpressBees,Rail,WH-West,9.82,392.6,159.87,3.0,Delayed
ORD10676,2024-02-10,2024-02-13,Pune,Hyderabad,Ekart,Road,WH-Central,47.51,446.2,269.35,4.0,Delivered
ORD10520,2024-09-15,2024-09-18,Jaipur,Ahmedabad,FedEx,Rail,WH-South,21.63,490.2,,5.0,Delivered
ORD11043,2024-06-03,2024-06-08,Kolkata,Bengaluru,XpressBees,Road,WH-North,27.88,365.2,271.8,2.0,Delivered
ORD10500,2024-07-16,2024-07-19,Delhi,Kolkata,Ekart,Rail,WH-South,45.16,296.9,314.0,4.0,Delivered
ORD10134,2024-01-16,2024-01-18,Kolkata,Hyderabad,Delhivery,Road,WH-South,12.95,233.3,99.46,2.0,Delivered
ORD10105,2024-02-17,2024-02-18,Kolkata,Hyderabad,BlueDart,Air,WH-South,24.1,77.7,183.75,3.0,Delivered
ORD10667,2024-07-15,2024-07-18,Delhi,Bengaluru,BlueDart,Road,WH-South,17.96,325.5,138.21,4.0,Delivered
ORD10709,05/07/2024,2024-07-05,Pune,Chennai,XpressBees,Air,WH-North,19.24,132.2,93.45,4.0,Delivered
ORD10125,2024-10-14,2024-10-17,Kolkata,Chennai,XpressBees,Road,WH-West,31.23,263.4,251.68,2.0,Delivered
ORD11151,2024-01-12,2024-01-16,Bengaluru,Pune,FedEx,Road,WH-South,36.77,662.0,230.61,3.0,Delivered
ORD10463,2024-10-05,2024-10-08,Jaipur,Lucknow,  DHL  ,Rail,WH-North,37.76,220.7,262.23,3.0,Delivered
ORD10700,2024-11-14,2024-11-20,Delhi,Hyderabad,XpressBees,Rail,WH-South,22.54,831.2,177.02,4.0,Delivered
ORD10793,2024-04-02,2024-04-07,Kolkata,Mumbai,Ekart,Rail,WH-Central,14.68,441.4,122.01,4.0,Delivered
ORD10637,2024-05-13,2024-05-21,Lucknow,Bengaluru,Delhivery,Rail,WH-South,46.27,603.5,312.31,4.0,Delivered
ORD10384,2024-07-19,2024-07-21,Pune,Ahmedabad,BlueDart,Air,WH-West,35.35,289.2,203.39,,Delivered
ORD10766,2024-03-05,2024-03-08,Hyderabad,Kolkata,Ekart,Rail,WH-North,9.7,430.1,77.62,5.0,Delivered
ORD10161,2024-03-09,2024-03-12,Bengaluru,Hyderabad,DHL,Road,WH-North,20.34,282.8,134.98,4.0,Delivered
ORD10565,2024-12-28,2025-01-01,Jaipur,Bengaluru,Ekart,Road,WH-East,25.57,432.3,153.32,4.0,Delivered
ORD10799,2024-05-25,2024-05-27,Chennai,Delhi,Delhivery,Road,WH-East,82.27,278.5,396.61,4.0,Delivered
ORD10501,2024-04-19,,Pune,Mumbai,BlueDart,Rail,WH-North,17.47,247.6,138.12,3.0,Cancelled
ORD10199,2024-07-11,2024-07-14,Ahmedabad,Hyderabad,FedEx,Rail,WH-South,21.03,264.8,125.53,5.0,Delivered
ORD11007,2024-10-25,2024-10-31,Delhi,Lucknow,BlueDart,Sea,WH-West,15.3,433.4,82.83,4.0,Delivered
ORD10797,2024-06-18,2024-06-19,Kolkata,Mumbai,XpressBees,Road,WH-West,24.96,168.1,181.37,5.0,Delivered
ORD10784,22/09/2024,,Chennai,Lucknow,DHL,Rail,WH-Central,44.4,704.1,169.11,5.0,Cancelled
ORD10373,2024-09-25,2024-10-09,Pune,Ahmedabad,FedEx,Sea,WH-Central,34.78,1731.9,396.78,4.0,Delivered
ORD10441,2024-09-06,2024-09-10,Delhi,Lucknow,FedEx,Road,WH-West,26.84,292.6,139.09,5.0,Delivered
ORD10119,2024-10-06,2024-10-07,Chennai,Ahmedabad,Delhivery,Air,WH-North,20.55,93.7,104.87,5.0,Delivered
ORD10489,2024-04-07,2024-04-09,Mumbai,Lucknow,DHL,Road,WH-East,21.92,276.7,184.74,,Delivered
ORD10552,2024-07-01,,Delhi,Pune,Delhivery,Air,WH-East,8.84,170.9,70.8,,Delayed
ORD10080,2024-11-19,2024-11-22,Hyderabad,Lucknow,Ekart,Rail,WH-West,38.14,462.8,287.19,5.0,Delivered
ORD11106,2024-05-09,2024-05-13,Pune,Bengaluru,XpressBees,Sea,WH-Central,17.21,373.3,226.05,4.0,Delivered
ORD10693,2024-01-16,2024-01-20,Ahmedabad,Chennai,Delhivery,Road,WH-Central,9.29,523.1,38.09,3.0,Delivered
ORD11134,2024-10-11,2024-10-17,Jaipur,Kolkata,XpressBees,Rail,WH-West,5.85,701.2,147.11,3.0,Delivered
ORD11056,2024-05-03,2024-05-07,Bengaluru,Mumbai,DHL,Road,WH-South,31.78,632.1,217.88,3.0,Delivered
ORD10374,2024-12-08,2024-12-12,Bengaluru,Ahmedabad,Ekart,Road,WH-South,55.58,348.6,,4.0,Delivered
ORD10211,2024-01-28,,Chennai,Delhi,DHL,Sea,WH-East,14.86,531.9,210.69,4.0,Cancelled
ORD11123,01/11/2024,2024-11-06,jaipur,Hyderabad,FedEx,Road,WH-Central,54.04,750.8,370.45,4.0,Delivered
ORD10578,2024-11-18,2024-11-20,Lucknow,Mumbai,FedEx,Road,WH-North,30.31,241.5,121.17,4.0,Delivered
ORD10518,2024-08-29,2024-09-02,Mumbai,Lucknow,FedEx,Road,WH-Central,10.41,632.2,114.56,4.0,Delivered
ORD10118,2024-11-18,2024-11-19,Lucknow,Pune,XpressBees,Air,WH-South,14.23,110.0,73.08,5.0,Delivered
ORD10662,2024-07-06,2024-07-07,Pune,Ahmedabad,Delhivery,Air,WH-East,47.03,106.5,288.01,5.0,Delivered
ORD10544,2024-11-24,,Delhi,Mumbai,Delhivery,Road,WH-East,29.74,452.6,202.89,4.0,In Transit
ORD10943,2024-09-01,2024-09-03,Delhi,Kolkata,,Road,WH-South,14.08,256.5,45.2,4.0,Delivered
ORD10909,2024-01-13,2024-01-18,Bengaluru,Mumbai,Ekart,Road,WH-West,14.91,414.6,131.88,3.0,Delivered
ORD10907,2024-12-07,2024-12-19,Bengaluru,Pune,  XpressBees  ,Sea,WH-West,36.5,1693.3,261.55,5.0,Delivered
ORD10859,2024-11-28,2024-12-02,Hyderabad,Jaipur,BlueDart,Road,WH-East,16.31,290.5,180.03,4.0,Delivered
ORD10547,2024-12-19,2024-12-23,Kolkata,Delhi,XpressBees,Road,WH-West,22.26,470.5,108.86,5.0,Delivered
ORD10127,2024-05-24,2024-05-30,Kolkata,Chennai,Delhivery,Road,WH-East,96.0,,,5.0,Delivered
ORD10763,2024-08-08,2024-08-09,Mumbai,Bengaluru,,Air,WH-South,101.78,171.2,512.92,1.0,Delivered
ORD10792,2024-11-27,2024-11-28,Lucknow,Delhi,Ekart,Air,WH-South,21.66,224.5,169.44,4.0,Delivered
ORD10636,2024-10-18,2024-10-25,Kolkata,Hyderabad,DHL,Sea,WH-Central,51.83,1028.5,,4.0,Delivered
ORD10399,2024-06-11,,ahmedabad,Kolkata,Delhivery,Road,WH-West,26.57,470.3,209.8,5.0,Delayed
ORD10174,2024-10-14,2024-10-17,Ahmedabad,Kolkata,DHL,Road,WH-East,63.15,304.6,402.91,5.0,Delivered
ORD10320,2024-02-05,2024-02-09,Jaipur,Ahmedabad,BlueDart,Road,WH-North,63.76,563.6,282.5,4.0,Delivered
ORD11118,2024-12-29,2024-12-31,Hyderabad,Delhi,BlueDart,Air,WH-Central,836.511162700089,259.1,256.07,5.0,Delivered
ORD10469,2024-04-04,,Kolkata,Delhi,DHL,Road,WH-North,5.08,281.8,152.5,4.0,In Transit
ORD10787,2024-12-18,,Pune,Chennai,  DHL  ,Road,WH-South,16.21,278.9,103.24,1.0,In Transit
ORD11150,2024-09-28,2024-10-02,Hyderabad,Chennai,FedEx,Road,WH-East,4.76,560.1,128.93,5.0,Delivered
ORD10079,2024-03-24,2024-03-29,Pune,Mumbai,  XpressBees  ,Rail,WH-North,9.76,381.9,175.59,4.0,Delivered
ORD11036,2024-11-08,,Chennai,Bengaluru,Delhivery,Road,WH-West,53.01,570.9,341.33,4.0,Cancelled
ORD10457,2024-08-12,2024-08-16,Chennai,Hyderabad,BlueDart,Rail,WH-West,12.63,574.6,111.32,3.0,Delivered
ORD10290,2024-04-24,,Delhi,Kolkata,FedEx,Sea,WH-North,9.13,866.5,197.36,4.0,Delayed
ORD10370,2024-01-29,,Mumbai,Kolkata,,Road,WH-North,21.27,316.8,179.87,4.0,Delayed
ORD11011,02/01/2024,2024-01-05,Mumbai,Chennai,DHL,Road,WH-Central,35.47,472.1,,3.0,Delivered
ORD10477,2024-01-09,,Mumbai,Ahmedabad,XpressBees,Sea,WH-South,38.87,999.2,322.66,4.0,Cancelled
ORD10910,2024-02-10,2024-02-11,Chennai,Kolkata,XpressBees,Air,WH-North,9.93,104.3,87.04,2.0,Delivered
ORD11043,2024-06-03,2024-06-08,Kolkata,Bengaluru,XpressBees,Road,WH-North,27.88,365.2,271.8,2.0,Delivered
ORD11083,2024-09-09,2024-09-10,Chennai,Ahmedabad,FedEx,Air,WH-South,12.6,102.5,53.98,4.0,Delivered
ORD10473,2024-08-20,2024-08-31,Chennai,Kolkata,XpressBees,Sea,WH-South,63.22,785.4,,3.0,Delivered
ORD10197,2024-10-16,2024-10-19,Hyderabad,Delhi,BlueDart,Road,WH-East,26.63,349.1,157.84,3.0,Delivered
ORD10185,2024-05-20,2024-05-24,Bengaluru,Delhi,FedEx,Road,WH-North,60.48,578.0,417.28,,Delivered
ORD10678,2024-10-05,2024-10-10,Delhi,Mumbai,Delhivery,Road,WH-Central,22.48,638.9,134.43,5.0,Delivered
ORD10421,2024-10-04,2024-10-07,Pune,Jaipur,BlueDart,Road,WH-West,8.76,505.0,130.98,4.0,Delivered
ORD10451,2024-12-16,2024-12-18,Delhi,Jaipur,Delhivery,Road,WH-South,64.61,,333.62,1.0,Delivered
ORD10256,2024-05-17,2024-05-20,Chennai,Lucknow,BlueDart,Road,WH-East,3.42,321.0,115.86,4.0,Delivered
ORD10135,2024-05-23,,Delhi,Jaipur,  DHL  ,Road,WH-North,65.68,470.7,374.84,5.0,In Transit
ORD10745,2024-04-24,2024-04-28,Delhi,Ahmedabad,Ekart,Road,WH-North,59.47,353.1,310.88,,Delivered
ORD10818,2024-06-20,2024-06-26,jaipur,Hyderabad,Delhivery,Rail,WH-West,24.44,588.9,234.35,4.0,Delivered
ORD10583,2024-08-15,,Hyderabad,Delhi,DHL,Sea,WH-East,,1442.2,252.02,5.0,In Transit
ORD10921,2024-05-03,2024-05-04,Hyderabad,Bengaluru,Delhivery,Road,WH-East,30.64,178.9,265.82,3.0,Delivered
ORD11097,2024-03-28,2024-03-31,Ahmedabad,Jaipur,XpressBees,Road,WH-East,16.17,317.4,93.53,5.0,Delivered
ORD11129,2024-07-21,,Jaipur,Pune,Delhivery,Road,WH-South,29.92,326.7,156.12,2.0,Delayed
ORD10049,2024-07-05,2024-07-06,Ahmedabad,Bengaluru,DHL,Air,WH-South,749.6155680587308,109.0,145.86,4.0,Delivered
ORD10895,2024-01-17,2024-01-17,Kolkata,Jaipur,Delhivery,Air,WH-North,85.13,73.7,466.61,4.0,Delivered
ORD11017,2024-06-01,2024-06-03,Delhi,Jaipur,BlueDart,Road,WH-West,31.24,202.4,156.32,4.0,Delivered
ORD10526,2024-11-09,,Mumbai,Kolkata,FedEx,Sea,WH-West,80.81,1578.2,518.93,3.0,Cancelled
ORD10646,2024-07-24,2024-07-25,Ahmedabad,Bengaluru,FedEx,Air,WH-Central,56.79,119.7,356.12,5.0,Delivered
ORD10906,2024-08-02,,Lucknow,Pune,  XpressBees  ,Road,WH-East,27.72,229.4,230.25,5.0,In Transit
ORD10462,2024-07-02,2024-07-07,Chennai,Pune,FedEx,Rail,WH-Central,23.33,559.6,263.29,3.0,Delivered
ORD11140,2024-05-30,,Mumbai,Jaipur,DHL,Air,WH-South,4.39,86.5,118.83,5.0,Delayed
ORD10653,2024-12-17,2024-12-23,Kolkata,Ahmedabad,DHL,Rail,WH-Central,35.51,,241.36,4.0,Delivered
ORD11046,2024-09-19,2024-09-23,Chennai,Delhi,FedEx,Rail,WH-South,31.39,450.2,315.65,3.0,Delivered
ORD10468,2024-10-11,2024-10-14,Lucknow,Ahmedabad,Ekart,Road,WH-West,21.31,370.7,125.31,5.0,Delivered
ORD10033,2024-11-01,2024-11-07,Pune,Delhi,  FedEx  ,Rail,WH-Central,26.18,474.6,241.23,3.0,Delivered
ORD10416,2024-11-04,2024-11-08,Mumbai,Ahmedabad,FedEx,Road,WH-South,17.15,554.3,159.16,5.0,Delivered
ORD10247,2024-05-09,2024-05-13,ahmedabad,Pune,BlueDart,Road,WH-South,37.17,609.4,261.0,4.0,Delivered
ORD10872,2024-10-25,2024-10-28,Mumbai,Jaipur,Ekart,Road,WH-West,27.02,292.6,241.69,5.0,Delivered
ORD10786,2024-08-03,2024-08-06,Mumbai,Kolkata,FedEx,Road,WH-North,14.12,237.8,214.78,4.0,Delivered
ORD11087,2024-01-15,2024-01-16,Lucknow,Jaipur,XpressBees,Air,WH-West,24.28,145.0,176.22,5.0,Delivered
ORD10856,2024-08-16,,Hyderabad,Mumbai,Ekart,Road,WH-East,7.86,539.2,210.16,4.0,Cancelled
ORD10216,2024-12-13,2024-12-16,delhi,Mumbai,DHL,Road,WH-North,23.26,390.6,201.99,4.0,Delivered
ORD11196,2024-01-31,2024-02-06,Delhi,Chennai,Delhivery,Road,WH-East,25.92,443.1,178.22,4.0,Delivered
ORD11014,2024-05-20,2024-05-25,Delhi,Jaipur,BlueDart,Road,WH-South,27.94,321.7,,4.0,Delivered
ORD10543,2024-10-17,2024-10-17,jaipur,Bengaluru,  FedEx  ,Air,WH-North,22.07,67.7,110.94,4.0,Delivered
ORD10493,2024-09-08,2024-09-12,Lucknow,Hyderabad,Ekart,Road,WH-West,31.14,498.4,219.39,4.0,Delivered
ORD10464,2024-04-05,2024-04-06,Delhi,Kolkata,FedEx,Air,WH-South,22.61,107.5,163.56,1.0,Delivered
ORD10391,2024-02-01,2024-02-05,Bengaluru,Delhi,XpressBees,Road,WH-East,25.35,392.6,214.39,4.0,Delivered
ORD10438,2024-09-29,2024-10-02,Lucknow,Delhi,Delhivery,Road,WH-East,42.7,293.4,217.84,5.0,Delivered
ORD10838,2024-11-09,2024-11-11,Pune,Jaipur,BlueDart,Air,WH-Central,22.95,306.1,110.29,,Delivered
ORD10326,2024-08-17,2024-08-29,Hyderabad,Pune,BlueDart,Sea,WH-Central,29.14,1146.5,292.72,4.0,Delivered
ORD10692,2024-04-02,2024-04-10,Bengaluru,Delhi,Ekart,Rail,WH-Central,15.13,730.5,132.21,4.0,Delivered
ORD10465,2024-03-27,2024-04-03,Delhi,Kolkata,BlueDart,Rail,WH-South,33.2,,234.21,4.0,Delivered
ORD10553,2024-02-06,2024-02-11,Bengaluru,Hyderabad,DHL,Road,WH-West,27.07,470.2,222.02,4.0,Delivered
ORD10061,2024-01-09,,Ahmedabad,Chennai,FedEx,Air,WH-North,56.35,65.1,335.68,2.0,In Transit
ORD10418,2024-01-18,2024-01-20,Pune,Chennai,Ekart,Road,WH-West,8.03,209.7,62.65,4.0,Delivered
ORD10812,2024-09-14,,Bengaluru,Pune,XpressBees,Road,WH-West,54.32,401.2,367.79,3.0,In Transit
ORD11185,2024-10-25,2024-10-27,Jaipur,Chennai,FedEx,Road,WH-Central,11.22,254.0,131.24,5.0,Delivered
ORD10538,2024-06-08,,Hyderabad,Jaipur,BlueDart,Road,WH-North,36.81,305.7,246.72,5.0,Delayed
ORD10155,2024-05-30,2024-06-02,Lucknow,Jaipur,Ekart,Road,WH-Central,42.16,386.7,259.4,,Delivered
ORD10967,2024-01-11,2024-01-15,Kolkata,Pune,DHL,Road,WH-North,13.38,314.8,169.2,4.0,Delivered
ORD11000,2024-03-01,2024-03-05,Chennai,Hyderabad,BlueDart,Road,WH-Central,12.55,359.6,128.33,4.0,Delivered
ORD10627,2024-10-15,2024-10-18,Delhi,Pune,Ekart,Road,WH-Central,12.74,405.4,178.91,4.0,Delivered
ORD10366,2024-10-19,2024-10-22,Lucknow,Ahmedabad,BlueDart,Road,WH-South,2.97,319.2,100.0,4.0,Delivered
ORD10348,2024-08-16,2024-08-20,Mumbai,Bengaluru,BlueDart,Road,WH-South,,364.5,297.4,3.0,Delivered
ORD10944,2024-03-14,2024-03-21,Kolkata,Delhi,XpressBees,Rail,WH-South,39.91,950.8,,5.0,Delivered
ORD11105,2024-07-22,,Jaipur,Kolkata,XpressBees,Rail,WH-South,13.69,582.7,148.76,3.0,Delayed
ORD10166,2024-02-06,,Lucknow,Kolkata,FedEx,Air,WH-North,17.86,119.6,170.48,4.0,Delayed
ORD10870,2024-05-11,2024-05-15,Pune,Jaipur,  XpressBees  ,Road,WH-Central,11.93,294.6,142.92,2.0,Delivered
ORD10926,2024-04-02,,Bengaluru,Mumbai,Ekart,Road,WH-East,60.87,419.3,382.36,4.0,Delayed
ORD10546,2024-08-24,2024-08-26,Pune,Chennai,Ekart,Road,WH-West,48.22,146.4,287.68,,Delivered
ORD10204,2024-11-09,2024-11-12,Delhi,Chennai,FedEx,Road,WH-East,29.51,466.0,167.03,4.0,Delivered
ORD10898,2024-09-15,,kolkata,Hyderabad,Delhivery,Road,WH-East,,483.3,327.34,4.0,Cancelled
ORD10605,2024-11-17,,Lucknow,Pune,Ekart,Rail,WH-West,4.9,763.6,105.13,4.0,Cancelled
ORD11104,2024-09-05,2024-09-08,Kolkata,Delhi,BlueDart,Road,WH-Central,69.19,367.9,365.1,4.0,Delivered
ORD10186,22/12/2024,2024-12-26,Mumbai,Bengaluru,Ekart,Road,WH-East,9.03,317.1,119.91,5.0,Delivered
ORD11181,2024-09-24,2024-09-26,Pune,Ahmedabad,FedEx,Road,WH-East,8.64,338.8,156.01,4.0,Delivered
ORD11035,2024-07-20,,Chennai,Delhi,XpressBees,Sea,WH-South,52.29,976.5,298.86,5.0,Cancelled
ORD10009,2024-03-24,2024-03-29,Pune,Lucknow,XpressBees,Road,WH-East,19.76,334.8,59.5,3.0,Delivered
ORD10010,2024-01-24,2024-01-28,Ahmedabad,Hyderabad,BlueDart,Road,WH-North,11.94,516.4,112.14,3.0,Delivered
ORD10935,2024-11-23,2024-11-26,Kolkata,Hyderabad,BlueDart,Road,WH-East,3.69,329.8,133.08,4.0,Delivered
ORD10851,2024-12-28,2024-12-31,Ahmedabad,Kolkata,XpressBees,Road,WH-West,30.06,340.8,209.46,4.0,Delivered
ORD10636,2024-10-18,2024-10-25,Kolkata,Hyderabad,DHL,Sea,WH-Central,51.83,1028.5,,4.0,Delivered
ORD10555,2024-05-14,2024-05-26,Bengaluru,Jaipur,XpressBees,Sea,WH-East,26.11,1626.4,252.77,3.0,Delivered
ORD10289,2024-08-24,,Ahmedabad,Hyderabad,Delhivery,Sea,WH-South,15.65,631.9,215.25,3.0,Delayed
ORD10427,2024-04-18,2024-04-24,kolkata,Hyderabad,XpressBees,Road,WH-East,16.95,505.9,101.76,2.0,Delivered
ORD10561,27/07/2024,2024-08-02,Kolkata,Mumbai,BlueDart,Rail,WH-North,7.8,683.7,160.7,3.0,Delivered
ORD10711,03/10/2024,2024-10-06,jaipur,Lucknow,Delhivery,Road,WH-East,33.44,300.4,215.3,1.0,Delivered
ORD11148,2024-09-27,2024-10-02,Lucknow,Kolkata,Ekart,Rail,WH-West,12.37,490.2,94.83,5.0,Delivered
ORD10733,2024-05-12,2024-05-16,Chennai,Ahmedabad,DHL,Road,WH-North,,397.0,173.81,3.0,Delivered
ORD10896,2024-07-23,,Chennai,Bengaluru,BlueDart,Road,WH-South,377.7701338466844,159.9,185.94,3.0,Delayed
ORD10720,2024-05-28,2024-05-30,Mumbai,Lucknow,Ekart,Road,WH-South,32.05,,213.83,4.0,Delivered
ORD10151,2024-01-09,,Lucknow,Delhi,DHL,Road,WH-South,16.11,423.8,187.26,5.0,Delayed
ORD10112,2024-04-25,2024-04-26,Hyderabad,Delhi,Delhivery,Air,WH-Central,48.22,151.8,323.5,4.0,Delivered
ORD10805,2024-04-29,2024-05-08,Bengaluru,Pune,DHL,Sea,WH-East,38.21,1167.9,315.31,3.0,Delivered
ORD10423,2024-11-12,2024-11-17,Chennai,Delhi,FedEx,Road,WH-Central,9.19,,,,Delivered
ORD10980,2024-12-22,2024-12-24,Bengaluru,Delhi,FedEx,Road,WH-Central,32.14,154.8,161.64,5.0,Delivered
ORD10975,29/10/2024,2024-10-29,Jaipur,Bengaluru,Ekart,Air,WH-West,39.47,60.6,188.28,3.0,Delivered
ORD10461,25/05/2024,2024-05-29,Delhi,Jaipur,,Road,WH-West,32.57,325.1,227.46,,Delivered
ORD11003,2024-12-22,2024-12-24,Ahmedabad,Delhi,BlueDart,Road,WH-North,22.18,333.4,158.14,5.0,Delivered
ORD10000,2024-10-11,,Pune,Chennai,Ekart,Road,WH-Central,93.63,247.9,455.76,5.0,Cancelled
ORD11124,2024-05-22,2024-05-28,Lucknow,Mumbai,  FedEx  ,Rail,WH-Central,51.95,852.9,351.84,3.0,Delivered
ORD10946,2024-10-15,2024-10-20,Delhi,Jaipur,BlueDart,Road,WH-South,33.72,440.2,178.54,5.0,Delivered
ORD10972,2024-07-23,2024-08-05,Bengaluru,Pune,FedEx,Sea,WH-West,13.78,978.9,204.62,4.0,Delivered
ORD10712,2024-04-08,2024-04-10,Kolkata,Delhi,FedEx,Road,WH-Central,58.26,327.8,343.61,5.0,Delivered
